Planner,Dom,Problem,Time,Steps,comp
ff,Elevator,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,10,16,IPC2000
ipp,Elevator,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,2220,14,IPC2000
propplan,Elevator,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,10000,14,IPC2000
propplan,Elevator,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,3200,14,IPC2000
talplan,Elevator,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,85,16,IPC2000
altalt,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,222,23,IPC2000
grt,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,520,25,IPC2000
hsp,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,120,22,IPC2000
stan,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,20,23,IPC2000
system-r,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,370,36,IPC2000
tokenplan,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,209680,23,IPC2000
altalt,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,223,24,IPC2000
grt,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,530,27,IPC2000
hsp,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,150,28,IPC2000
stan,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,100,28,IPC2000
system-r,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,370,37,IPC2000
tokenplan,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,401040,24,IPC2000
altalt,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,244,26,IPC2000
grt,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,540,23,IPC2000
hsp,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,120,22,IPC2000
stan,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,20,23,IPC2000
system-r,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,310,33,IPC2000
tokenplan,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,70780,22,IPC2000
altalt,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,238,25,IPC2000
grt,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,560,24,IPC2000
hsp,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,120,19,IPC2000
stan,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,30,22,IPC2000
system-r,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,360,34,IPC2000
tokenplan,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,92480,22,IPC2000
altalt,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,245,27,IPC2000
grt,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,540,25,IPC2000
hsp,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,130,26,IPC2000
stan,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,20,25,IPC2000
system-r,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,400,38,IPC2000
tokenplan,Elevator,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,634800,25,IPC2000
ff,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,30,21,IPC2000
ipp,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,19740,19,IPC2000
propplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,51700,19,IPC2000
propplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,7400,19,IPC2000
talplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,85,23,IPC2000
ff,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,40,22,IPC2000
ipp,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,36000,22,IPC2000
propplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,60600,22,IPC2000
propplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,13400,22,IPC2000
talplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,85,24,IPC2000
ff,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,30,22,IPC2000
ipp,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,24150,20,IPC2000
propplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,52000,20,IPC2000
propplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,7000,20,IPC2000
talplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,85,24,IPC2000
ff,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,30,20,IPC2000
ipp,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,17720,19,IPC2000
propplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,53400,19,IPC2000
propplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,8300,19,IPC2000
talplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,85,21,IPC2000
ff,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,30,23,IPC2000
ipp,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,17560,19,IPC2000
propplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,52200,19,IPC2000
propplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,8100,19,IPC2000
talplan,Elevator,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,85,23,IPC2000
altalt,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,316,29,IPC2000
grt,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,600,29,IPC2000
hsp,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,200,26,IPC2000
stan,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,30,27,IPC2000
system-r,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,450,40,IPC2000
altalt,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,365,31,IPC2000
grt,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,590,29,IPC2000
hsp,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,210,28,IPC2000
stan,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,160,30,IPC2000
system-r,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,480,41,IPC2000
altalt,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,310,28,IPC2000
grt,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,610,27,IPC2000
hsp,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,230,28,IPC2000
stan,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,160,28,IPC2000
system-r,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,500,43,IPC2000
tokenplan,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1311010,26,IPC2000
altalt,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,356,30,IPC2000
grt,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,610,29,IPC2000
hsp,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,240,28,IPC2000
stan,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,20,28,IPC2000
system-r,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,520,38,IPC2000
altalt,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,315,30,IPC2000
grt,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,630,29,IPC2000
hsp,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,240,28,IPC2000
stan,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,30,27,IPC2000
system-r,Elevator,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,470,42,IPC2000
ff,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,40,21,IPC2000
ipp,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,95230,20,IPC2000
propplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,202600,20,IPC2000
propplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,12000,20,IPC2000
talplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,95,24,IPC2000
ff,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,40,23,IPC2000
ipp,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,142900,22,IPC2000
propplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,202200,22,IPC2000
propplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,10600,22,IPC2000
talplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,85,24,IPC2000
ff,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,30,26,IPC2000
ipp,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,101590,20,IPC2000
propplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,203200,20,IPC2000
propplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,11000,20,IPC2000
talplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,95,22,IPC2000
ff,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,40,31,IPC2000
ipp,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,255450,26,IPC2000
propplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,214100,26,IPC2000
propplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,18300,26,IPC2000
talplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,95,30,IPC2000
ff,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,40,26,IPC2000
ipp,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,134720,21,IPC2000
propplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,206600,21,IPC2000
propplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,16600,21,IPC2000
talplan,Elevator,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,85,23,IPC2000
altalt,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,447,34,IPC2000
grt,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,730,33,IPC2000
hsp,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,360,32,IPC2000
stan,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,250,35,IPC2000
system-r,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,690,49,IPC2000
altalt,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,501,31,IPC2000
grt,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,690,33,IPC2000
hsp,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,330,29,IPC2000
stan,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,50,30,IPC2000
system-r,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,660,49,IPC2000
altalt,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,530,33,IPC2000
grt,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,720,33,IPC2000
hsp,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,380,31,IPC2000
stan,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,40,30,IPC2000
system-r,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,640,47,IPC2000
altalt,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,453,34,IPC2000
grt,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,700,32,IPC2000
hsp,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,340,28,IPC2000
stan,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,40,32,IPC2000
system-r,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,650,47,IPC2000
altalt,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,500,32,IPC2000
grt,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,720,29,IPC2000
hsp,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,310,28,IPC2000
stan,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,40,28,IPC2000
system-r,Elevator,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,620,47,IPC2000
ff,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,40,26,IPC2000
ipp,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,127870,23,IPC2000
propplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,685100,23,IPC2000
propplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,21400,23,IPC2000
talplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,85,23,IPC2000
ff,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,50,29,IPC2000
ipp,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,313730,25,IPC2000
propplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,711400,25,IPC2000
propplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,24200,25,IPC2000
talplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,95,27,IPC2000
ff,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,40,30,IPC2000
ipp,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,393520,24,IPC2000
propplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,692900,24,IPC2000
propplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,15600,24,IPC2000
talplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,95,28,IPC2000
ff,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,50,30,IPC2000
ipp,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,468760,25,IPC2000
propplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,711000,25,IPC2000
propplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,20000,25,IPC2000
talplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,95,29,IPC2000
ff,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,40,24,IPC2000
ipp,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,240700,22,IPC2000
propplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,750600,22,IPC2000
propplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,22100,22,IPC2000
talplan,Elevator,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,85,25,IPC2000
altalt,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,696,36,IPC2000
grt,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,840,34,IPC2000
hsp,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,490,34,IPC2000
stan,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,50,33,IPC2000
system-r,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,770,50,IPC2000
altalt,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,700,37,IPC2000
grt,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,810,33,IPC2000
hsp,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,450,29,IPC2000
stan,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,60,34,IPC2000
system-r,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,880,53,IPC2000
altalt,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,710,36,IPC2000
grt,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,830,36,IPC2000
hsp,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,520,34,IPC2000
stan,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,70,33,IPC2000
system-r,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,750,48,IPC2000
altalt,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,600,37,IPC2000
grt,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,800,35,IPC2000
hsp,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,510,36,IPC2000
stan,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,50,35,IPC2000
system-r,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,750,47,IPC2000
altalt,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,705,36,IPC2000
grt,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,850,35,IPC2000
hsp,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,460,30,IPC2000
stan,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,60,33,IPC2000
system-r,Elevator,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,850,50,IPC2000
ff,Elevator,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,10050,34,IPC2000
propplan,Elevator,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,62200,31,IPC2000
talplan,Elevator,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,165,35,IPC2000
ff,Elevator,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,190,33,IPC2000
propplan,Elevator,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,32600,28,IPC2000
talplan,Elevator,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,105,32,IPC2000
ff,Elevator,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,11700,34,IPC2000
propplan,Elevator,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,36600,30,IPC2000
talplan,Elevator,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,1005,34,IPC2000
ff,Elevator,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,200,35,IPC2000
propplan,Elevator,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,53000,28,IPC2000
talplan,Elevator,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,105,33,IPC2000
altalt,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1002,41,IPC2000
grt,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1000,41,IPC2000
hsp,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,860,37,IPC2000
stan,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,70,37,IPC2000
system-r,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1080,59,IPC2000
altalt,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,981,40,IPC2000
grt,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1010,35,IPC2000
hsp,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,690,36,IPC2000
stan,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,90,35,IPC2000
system-r,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1040,54,IPC2000
altalt,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,827,41,IPC2000
grt,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,980,40,IPC2000
hsp,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,800,38,IPC2000
stan,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,530,42,IPC2000
system-r,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1140,60,IPC2000
altalt,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,860,40,IPC2000
grt,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,990,38,IPC2000
hsp,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,690,36,IPC2000
stan,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,90,38,IPC2000
system-r,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1030,56,IPC2000
altalt,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,805,39,IPC2000
grt,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1040,38,IPC2000
hsp,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,760,36,IPC2000
stan,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,90,35,IPC2000
system-r,Elevator,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1020,53,IPC2000
ff,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,180,34,IPC2000
propplan,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,49500,29,IPC2000
talplan,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,105,31,IPC2000
ff,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,300,37,IPC2000
propplan,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,45300,32,IPC2000
talplan,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,95,40,IPC2000
ff,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,200,33,IPC2000
propplan,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,79700,31,IPC2000
talplan,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,125,35,IPC2000
ff,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,1130,32,IPC2000
propplan,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,54000,32,IPC2000
talplan,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,855,38,IPC2000
ff,Elevator,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,280,36,IPC2000
